BJD_TDB,Flux,Flux_Err,Bkg(ADU),Airmass,Dx(pix),Dy(pix),Peak(ADU),FWHM(pix),GJD_UTC
2460807.8468697607,0.9868858804790709,0.0021715643744114714,1162.7749755859375,1.221968,-0.6685816860757227,0.8058496133378097,55526.35546875,4.586061008686675,2460807.843598414
2460807.847278713,0.9912160497802833,0.0021602724041264922,1129.4587036132812,1.2215797,-0.9564100540261683,1.0797843911793719,55526.35546875,4.7283516339223555,2460807.844007373
2460807.8476870623,0.9882676241699775,0.00214750485775036,1099.6781188964844,1.2211998,-0.8921960104458218,0.8530274756449158,55526.35546875,4.7493393013169705,2460807.844415729
2460807.8480960256,0.9873487230345307,0.0021424130192270316,1081.508154296875,1.220823,-0.9456690586647453,0.500996295510268,55526.35546875,4.754547036106099,2460807.844824699
2460807.8485058453,0.9879681785613982,0.002139138242194012,1069.616015625,1.2204458,-1.013730157168242,0.9363560383487626,55526.35546875,4.571513657676288,2460807.8452345254
2460807.8489147387,0.9863870695125145,0.0021316986515685647,1048.5197448730469,1.2200735,-0.6946944312443964,0.5756680822571583,55526.35546875,4.4935031877981215,2460807.845643426
2460807.849323355,0.990229282279638,0.0021103199515308366,1038.0550354003906,1.219712,-0.2846484420050822,0.9127489588133713,55526.35546875,5.478635770419372,2460807.8460520487
2460807.8497321326,0.9904294239643834,0.002111692247257634,1025.312677001953,1.2193452,-0.725828881880572,0.6388300908048206,55526.35546875,5.206987927834654,2460807.846460833
2460807.8501422303,0.9880138086474528,0.0021028828946278045,1017.4581359863281,1.2189836,-1.0376507672954647,0.6676753083023295,55526.35546875,5.482806868200389,2460807.8468709374
2460807.850553566,0.9874369028113585,0.0021077401207471244,1007.7969116210937,1.2186288,-0.8697628444557712,0.10924561604378358,55526.35546875,4.982501340186905,2460807.84728228
2460807.850966858,0.9893855260654925,0.0020943346482837633,998.3362609863282,1.2182713,-0.5838684302687914,0.6838167910481783,55526.35546875,5.45298641848801,2460807.847695579
2460807.8513756013,0.9857225283833452,0.00209251489525286,989.3902130126953,1.2179238,-0.4307840182613508,0.7723879180543365,55526.35546875,5.359252615726543,2460807.848104329
2460807.8517843676,0.9894334920855584,0.002089004727311919,981.8975372314453,1.2175782,-0.3658001354117562,0.7817143292610742,55526.35546875,5.722927811519417,2460807.8485131017
2460807.852193192,0.9878807399034808,0.002098633901728184,975.7045379638672,1.2172374,-0.8081124367778771,0.5545201271778922,55526.35546875,5.1056420802178035,2460807.8489219327
2460807.852604088,0.9922797448742335,0.002103101423778461,970.157275390625,1.2168967,-0.38106343111661783,0.361602954290033,55526.35546875,4.948983297678131,2460807.8493328355
2460807.853013225,0.9885959041721395,0.002098583274503162,964.8943084716797,1.2165608,-0.35033556025453394,0.7715221035794464,55526.35546875,4.88277730927081,2460807.849741979
2460807.8534219796,0.9872082108349923,0.0021030485578586965,960.3469909667969,1.2162316,-0.4311199911314671,0.8255371037468866,55526.35546875,4.325135729866649,2460807.8501507407
2460807.853830769,0.9895417417277107,0.002097925123152351,956.2834381103515,1.2159062,-0.11022377892831632,0.7279744807319105,55526.35546875,4.534456452447754,2460807.850559537
