BJD_TDB,Flux,Flux_Err,Bkg(ADU),Airmass,Dx(pix),Dy(pix),Peak(ADU),FWHM(pix),GJD_UTC
2460807.849803729,0.9913780805571524,0.0024837526079063478,111.26456756591797,1.2194161,-0.0796859542366606,-0.5755280676086578,111057.4296875,4.091877667969962,2460807.8465324305
2460807.8499102434,0.9965043015995039,0.002494576764259384,109.07690238952637,1.2193221,0.44449001520007825,1.258346777250478,111057.4296875,3.5051372019632416,2460807.846638947
2460807.8500227877,0.9900669569071543,0.0024997254261731375,108.74215927124024,1.2192215,-0.5417282515445405,-0.5526687604257647,111057.4296875,3.382624053682642,2460807.846751493
2460807.8501293715,0.9949446065261831,0.0024999857252139494,108.67550392150879,1.2191272,-0.9815343001645813,0.05633795579324428,111057.4296875,3.5571773051286986,2460807.8468580786
2460807.850235944,0.9966354506887521,0.002482612817747134,108.7805679321289,1.2190346,0.3611220967435601,-0.419043235649273,111057.4296875,3.9916928962106275,2460807.8469646527
2460807.8503426323,0.99461397981967,0.002478977166927588,108.38211708068847,1.2189424,1.0731357911965504,-1.8482368105323108,111057.4296875,4.557049018706187,2460807.8470713426
2460807.8504492505,0.9939419626403503,0.002495008131164929,107.65283737182617,1.2188473,-0.44160460041936356,1.192000871882253,111057.4296875,3.330651034369939,2460807.847177963
2460807.850556876,0.9940131075169483,0.0024969838187591954,106.8743335723877,1.2187523,-0.3155083551997495,-0.4204066284446519,111057.4296875,3.496634929439709,2460807.84728559
2460807.850665879,0.993972298720104,0.0024932785127541024,106.12029266357422,1.2186602,-0.08864815588406358,-0.01215126740696867,111057.4296875,3.582103138283368,2460807.847394595
2460807.8507723706,0.988782077406546,0.002500396310710531,105.35213775634766,1.2185685,-0.16220820716278173,0.48147623717336124,111057.4296875,3.1831187017424,2460807.847501088
2460807.8508826233,0.9933056559440966,0.002507528148916955,104.6299949645996,1.2184741,-0.007206370220328258,-0.03411229612763548,111057.4296875,3.4757030974197183,2460807.8476113426
2460807.8509891494,0.9956132961184242,0.0024898740030641054,104.20747108459473,1.21838,-0.17734557533219128,0.21016525273106065,111057.4296875,3.8072284151132,2460807.8477178705
2460807.8510956983,0.9945544956314281,0.002479005713480281,103.86895751953125,1.2182897,0.11763905370980311,1.0131171876723413,111057.4296875,3.9075020336696644,2460807.8478244212
2460807.851202363,0.9944332669077204,0.002483149513767894,103.20329246520996,1.2181995,0.7473427829289444,-0.7595179566685114,111057.4296875,3.716792394981816,2460807.847931088
2460807.8513088897,0.9991643201356372,0.002488357611829462,102.70063400268555,1.2181062,0.3011041449772927,0.4817391702107291,111057.4296875,3.6422088172695757,2460807.848037616
2460807.8514154963,0.9935845934535247,0.0024828510715225404,102.11709060668946,1.218016,1.1986028011633796,-0.5926126045559253,111057.4296875,3.5959003280595603,2460807.8481442244
2460807.851522115,0.9945443636341451,0.002476306978175076,101.81808357238769,1.2179265,0.6699477417033379,1.3381002730997182,111057.4296875,4.052389172487119,2460807.848250845
2460807.851628699,0.99872347571113,0.002483524847378723,101.12329483032227,1.217834,0.32991438164534537,-0.9232014001394386,111057.4296875,3.7855771548631125,2460807.8483574307
2460807.8517367183,0.9963236663918271,0.002477841684296452,100.968212890625,1.2177437,0.9659104960948706,-0.9462133230283293,111057.4296875,3.8199147313506976,2460807.8484654515
2460807.851843117,0.9947673780589611,0.0024804450545674885,100.35243301391601,1.2176536,0.6354551090754391,0.40369069732411406,111057.4296875,3.9871971434803584,2460807.848571852
2460807.8519497355,0.9991838114070072,0.002485251475193401,99.72422523498535,1.2175643,1.1696725303393916,-1.5719547531202287,111057.4296875,3.903068741506834,2460807.8486784725
2460807.8520563077,0.9950717627226536,0.002481954574028591,99.33867645263672,1.2174765,0.19656859222889164,1.4799616110406435,111057.4296875,3.6837669303204748,2460807.8487850465
